table_name,feature_id,issue_type,issue_description,checked_at
osm2pgsql_polygon,360005294,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,365462734,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,360327463,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,360005467,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,360307936,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,360307905,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,360005402,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,360005509,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,360005485,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,105462521,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,105462521,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,105462521,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,105462521,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,105462521,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,105462521,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,105462521,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,105462521,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,105462521,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,105462521,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,105462521,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,105462521,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,360280127,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,360280091,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,360280091,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,360280153,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,360280153,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,360280113,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,360280113,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,360280043,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,360280043,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,360280072,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,360280072,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,360250829,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
